"Brazil Rio De Janeiro","Brazil Rio De Janeiro","LOCATION"
"RUEHC PROLIFERATION SECURITY COLLECTIVE","RUEHC PROLIFERATION SECURITY COLLECTIVE","LOCATION"
"Neo4jDOE","DOE","LOCATION"
"RUCNOSC ORGANIZATION FOR SECURITY IN EUROPE COLLECTIVE","RUCNOSC ORGANIZATION FOR SECURITY IN EUROPE COLLECTIVE","LOCATION"
"ALL CANADIAN POSTS COLLECTIVE","ALL CANADIAN POSTS COLLECTIVE","LOCATION"
"RUCNCLS SCA COLLECTIVE","RUCNCLS SCA COLLECTIVE","LOCATION"
"EC CARICOM COLLECTIVE","EC CARICOM COLLECTIVE","LOCATION"
"CDRUSARPAC FT SHAFTER HI APCW APOP","CDRUSARPAC FT SHAFTER HI APCW APOP","LOCATION"
"CDR USSOCOM MACDILL AFB FL","CDR USSOCOM MACDILL AFB FL","LOCATION"
"RUEHSD SECSTATE","RUEHSD SECSTATE","LOCATION"
"RHMFISS USAFCENT SHAW AFB SC","RHMFISS USAFCENT SHAW AFB SC","LOCATION"
"DISARMAMENT CONFERENCE COLLECTIVE","DISARMAMENT CONFERENCE COLLECTIVE","LOCATION"
"AMCONSUL HO CHI MINH","AMCONSUL HO CHI MINH","LOCATION"
"RUEHBS DEA BRUSSELS BE","RUEHBS DEA BRUSSELS BE","LOCATION"
"Majuro Majuro","Majuro Majuro","LOCATION"
"MESUR COLLECTIVE","MESUR COLLECTIVE","LOCATION"
"COMPACFLT PEARL HARBOR HI","COMPACFLT PEARL HARBOR HI","LOCATION"
"AMCONSUL HYDERABAD","AMCONSUL HYDERABAD","LOCATION"
"ALL NEAR EAST COLLECTIVE","ALL NEAR EAST COLLECTIVE","LOCATION"
"IO COLLECTIVE","IO COLLECTIVE","LOCATION"
"SECURITY OFFICER COLLECTIVE","SECURITY OFFICER COLLECTIVE","LOCATION"
"ATO LATIN AMERICA","ATO LATIN AMERICA","LOCATION"
"Commander Naval Sea Systems Command","Commander Naval Sea Systems Command","LOCATION"
"CIMS NTDB WASHINGTON DC","CIMS NTDB WASHINGTON DC","LOCATION"
"RUCNMTC MISSILE TECH CONTROL COLLECTIVE","RUCNMTC MISSILE TECH CONTROL COLLECTIVE","LOCATION"
"CIM NTDB","CIM NTDB","LOCATION"
"AFRICOM","AFRICOM","LOCATION"
"AFSAC WRIGHT PATTERSON AFB OH","AFSAC WRIGHT PATTERSON AFB OH","LOCATION"
"CDRUSASAC FT BELVOIR VA","CDRUSASAC FT BELVOIR VA","LOCATION"
"RUEHMEP THE MIDDLE EAST PARTNER COLLECTIVE","RUEHMEP THE MIDDLE EAST PARTNER COLLECTIVE","LOCATION"
"India Hyderabad","India Hyderabad","LOCATION"
"CIM NTDB WASHINGTON DC","CIM NTDB WASHINGTON DC","LOCATION"
"RHHMUNS COMSOCPAC HONOLULU HI","RHHMUNS COMSOCPAC HONOLULU HI","LOCATION"
"RHMFIU HQ BICE WASHINGTON DC","RHMFIU HQ BICE WASHINGTON DC","LOCATION"
"ATO EUROPE","ATO EUROPE","LOCATION"
"GIPNC GLOBAL INITIATIVE PARTNER NATIONS COLLECTIVE","GIPNC GLOBAL INITIATIVE PARTNER NATIONS COLLECTIVE","LOCATION"
"RHMFIUU FAA WASHINGTON ARTCC","RHMFIUU FAA WASHINGTON ARTCC","LOCATION"
"RUCNRCC REFUGEE COORDINATOR COLLECTIVE","RUCNRCC REFUGEE COORDINATOR COLLECTIVE","LOCATION"
"COGARD WASHINGTON DC","COGARD WASHINGTON DC","LOCATION"
"COMUSKOREA CC SEOUL KOR","COMUSKOREA CC SEOUL KOR","LOCATION"
"ALL EUROPE COLLECTIVE","ALL EUROPE COLLECTIVE","LOCATION"
"Switzerland Bern","Switzerland Bern","LOCATION"
"AID WORLDWIDE COLLECTIVE","AID WORLDWIDE COLLECTIVE","LOCATION"
"AFSOC HURLBURT FLD FL","AFSOC HURLBURT FLD FL","LOCATION"
"AMEQSSY MOSCOW","AMEQSSY MOSCOW","LOCATION"
"AOC AMCOM RESTONE ARSENAL AL","AOC AMCOM RESTONE ARSENAL AL","LOCATION"
"Neo4jAIAG","AIAG","LOCATION"
"DEPT OF STATE AIR WING PATRICK AFB FL","DEPT OF STATE AIR WING PATRICK AFB FL","LOCATION"
"AMCONSUL RIO DE JANIRO","AMCONSUL RIO DE JANIRO","LOCATION"
"SOUTHERN AF DEVELOP COMMU COLLECTIVE","SOUTHERN AF DEVELOP COMMU COLLECTIVE","LOCATION"
"RUCOWCA COGARD MIO EUROPE ROTTERDAM NL","RUCOWCA COGARD MIO EUROPE ROTTERDAM NL","LOCATION"
"RHMFIUU CDR USTRANSCOM SCOTT AFB IL","RHMFIUU CDR USTRANSCOM SCOTT AFB IL","LOCATION"
"DEPT OF HHS WASHINGTON DC","DEPT OF HHS WASHINGTON DC","LOCATION"
"Mexico Hermosillo","Mexico Hermosillo","LOCATION"
"DIA NMJIC-J2","DIA NMJIC-J2","LOCATION"
"DEPT OF EDUCATION WASHINGTON DC","DEPT OF EDUCATION WASHINGTON DC","LOCATION"
"RHMFISS H USCENTCOM MACDILL AFB FL","RHMFISS H USCENTCOM MACDILL AFB FL","LOCATION"
"COMUSCENTAF SHAW AFB SC","COMUSCENTAF SHAW AFB SC","LOCATION"
"DSCA WASHINGTON DC","DSCA WASHINGTON DC","LOCATION"
"ORGANIZATION OF THE ISLAMIC CONFERENCE COLLECTIVE","ORGANIZATION OF THE ISLAMIC CONFERENCE COLLECTIVE","LOCATION"
"EXPORT CONTROL AND RELATED BORDER SECURITY","EXPORT CONTROL AND RELATED BORDER SECURITY","LOCATION"
"RUCNCOM E CARICOM COLLECTIVE","RUCNCOM E CARICOM COLLECTIVE","LOCATION"
"RUEHWH COLLECTIVE WHA DIPL POSTS","RUEHWH COLLECTIVE WHA DIPL POSTS","LOCATION"
"COMUSKOREA SCJS SEOUL KOR","COMUSKOREA SCJS SEOUL KOR","LOCATION"
"GLOBAL INITIATIVE PARTNER NATIONS COLLECTIVE","GLOBAL INITIATIVE PARTNER NATIONS COLLECTIVE","LOCATION"
"RUCPDC NOAA NMFS WASHINGTON DC","RUCPDC NOAA NMFS WASHINGTON DC","LOCATION"
"CG III MEF CAMP COURTNEY JA","CG III MEF CAMP COURTNEY JA","LOCATION"
"RUEHXL IO COLLECTIVE","RUEHXL IO COLLECTIVE","LOCATION"
"RRT ERBIL","RRT ERBIL","LOCATION"
"CDRUSAREUR DCSOPS HEIDELBERG GE","CDRUSAREUR DCSOPS HEIDELBERG GE","LOCATION"
"RUCNGEC GECF COLLECTIVE","RUCNGEC GECF COLLECTIVE","LOCATION"
"NVC PORTSMOUTH","NVC PORTSMOUTH","LOCATION"
"RUEHZN ENV SCIENCE AND TECHNOLOGY COLLECTIVE","RUEHZN ENV SCIENCE AND TECHNOLOGY COLLECTIVE","LOCATION"
"RUEHIC OIC COLLECTIVE","RUEHIC OIC COLLECTIVE","LOCATION"
"Palau Koror","Palau Koror","LOCATION"
"RHHMUNB JIATF WEST","RHHMUNB JIATF WEST","LOCATION"
"COGARD HQSUPRTCOM WASHINGTON DC","COGARD HQSUPRTCOM WASHINGTON DC","LOCATION"
"AMEMASSY SEOUL","AMEMASSY SEOUL","LOCATION"
"Senegal Dakar","Senegal Dakar","LOCATION"
"Tajikistan Dushanbe","Tajikistan Dushanbe","LOCATION"
"CDR USNORTHCOM PETERSON AFB CO","CDR USNORTHCOM PETERSON AFB CO","LOCATION"
"BEIJING 6805-","BEIJING 6805-","LOCATION"
"RUEHZL EUROPEAN POLITICAL COLECTIVE","RUEHZL EUROPEAN POLITICAL COLECTIVE","LOCATION"
"RUCNMTC MTCR COLLECTIVE","RUCNMTC MTCR COLLECTIVE","LOCATION"
"RUCNNAR VIENNA NARCOTICS COLLECTIVE","RUCNNAR VIENNA NARCOTICS COLLECTIVE","LOCATION"
"PMA","PMA","LOCATION"
"Department of State","Department of State","LOCATION"
"COLLECTIVE SOUTHERN AFRICAN DEV COMM","COLLECTIVE SOUTHERN AFRICAN DEV COMM","LOCATION"
"ACQA","ACQA","LOCATION"
"BUMED WASHINGTON DC","BUMED WASHINGTON DC","LOCATION"
"RHMFISS NAVY IPO WASHINGTON DC","RHMFISS NAVY IPO WASHINGTON DC","LOCATION"
"RUEHMS MUQAT","RUEHMS MUQAT","LOCATION"
"AUSTRALIA GROUP COLLECTIVE","AUSTRALIA GROUP COLLECTIVE","LOCATION"
"South Africa Cape Town","South Africa Cape Town","LOCATION"
"Uruguay Montevideo","Uruguay Montevideo","LOCATION"
"AMCONSUL NAGOYA","AMCONSUL NAGOYA","LOCATION"
"RUCNCRI VIENNA CRIME COLLECTIVE","RUCNCRI VIENNA CRIME COLLECTIVE","LOCATION"
"RUEHZA WHA CENTRAL AMERICA COLLECTIVE","RUEHZA WHA CENTRAL AMERICA COLLECTIVE","LOCATION"
"CDRUSAREUR HEIDELBERG GE","CDRUSAREUR HEIDELBERG GE","LOCATION"
"CENTRAL AMERICAN BASIN COLLECTIVE","CENTRAL AMERICAN BASIN COLLECTIVE","LOCATION"
"Neo4jNONE","NONE","LOCATION"
"RUEHPG USDAO PRAGUE CZ","RUEHPG USDAO PRAGUE CZ","LOCATION"
"RUEAFCC FCC WASHINGTON DC","RUEAFCC FCC WASHINGTON DC","LOCATION"
"COMUSKOREA J2 SEOUL KOR","COMUSKOREA J2 SEOUL KOR","LOCATION"
"CDR USCENTCOM MACDILL AFB","CDR USCENTCOM MACDILL AFB","LOCATION"
"COGARD AMR NEW YORK NY","COGARD AMR NEW YORK NY","LOCATION"
"Somalia Somalia Collective","Somalia Somalia Collective","LOCATION"
"Tanzania Dar es Salaam","Tanzania Dar es Salaam","LOCATION"
"Neo4jAMB","AMB","LOCATION"
"EPA WASHINGTON DC","EPA WASHINGTON DC","LOCATION"
"Slovakia Bratislava","Slovakia Bratislava","LOCATION"
"RUEHFSI FSINFATC","RUEHFSI FSINFATC","LOCATION"
"RHMFISS HQ USSOCOM FP MACDILL AFB FL","RHMFISS HQ USSOCOM FP MACDILL AFB FL","LOCATION"
"RHMFISS COGARD WASHINGTON DC","RHMFISS COGARD WASHINGTON DC","LOCATION"
"RULSJGA COGARD WASHINGTON DC CG-5342 CG-ACO-I","RULSJGA COGARD WASHINGTON DC CG-5342 CG-ACO-I","LOCATION"
"FBI WASHINGTON DC","FBI WASHINGTON DC","LOCATION"
"BAGHDAD 6391-","BAGHDAD 6391-","LOCATION"
"PAGE 02  STATE 058107 051610Z","PAGE 02  STATE 058107 051610Z","LOCATION"
"Thailand Chiang Mai","Thailand Chiang Mai","LOCATION"
"LA PAZ JUN","LA PAZ JUN","LOCATION"
"Zambia Lusaka","Zambia Lusaka","LOCATION"
"Swaziland Mbabane","Swaziland Mbabane","LOCATION"
"Suriname Paramaribo","Suriname Paramaribo","LOCATION"
"Togo Lomé","Togo Lomé","LOCATION"
"Zimbabwe Harare","Zimbabwe Harare","LOCATION"
"Slovenia Ljubljana","Slovenia Ljubljana","LOCATION"
"Venezuela Caracas","Venezuela Caracas","LOCATION"
"USINT HAVANA","USINT HAVANA","LOCATION"
"Luxembourg Luxembourg","Luxembourg Luxembourg","LOCATION"
"SEOUL 1208-","SEOUL 1208-","LOCATION"
"Joint Task Force-Bravo, Soto Cano Air Base","Joint Task Force-Bravo, Soto Cano Air Base","LOCATION"
"RUEAIJU NIMA NAVY YARD","RUEAIJU NIMA NAVY YARD","LOCATION"
"GENEVA IO MISSIONS COLLECTIVE","GENEVA IO MISSIONS COLLECTIVE","LOCATION"
"RUEHZC USOFFICE EACTC","RUEHZC USOFFICE EACTC","LOCATION"
"RHMFIUU COGARD WASHINGTON DC","RHMFIUU COGARD WASHINGTON DC","LOCATION"
"Germany Hamburg","Germany Hamburg","LOCATION"
"RHMFISS SAF WASHINGTON DC","RHMFISS SAF WASHINGTON DC","LOCATION"
"RUCNGEC GAS EXPORTING COUNTRIES COLLECTIVE","RUCNGEC GAS EXPORTING COUNTRIES COLLECTIVE","LOCATION"
"RUEHPNH NVC PORTSMOUTH NH","RUEHPNH NVC PORTSMOUTH NH","LOCATION"
"RUCNMTC MISSI COLLECTIVE","RUCNMTC MISSI COLLECTIVE","LOCATION"
"Neo4jDHS","DHS","LOCATION"
"RUCNHAO HAGUE ADOPTION CONVENTION POSTS COLLECTIVE","RUCNHAO HAGUE ADOPTION CONVENTION POSTS COLLECTIVE","LOCATION"
"RUEHC SECSATE","RUEHC SECSATE","LOCATION"
"119FW HECTOR FIELD ND","119FW HECTOR FIELD ND","LOCATION"
"RUEAHQA HQ USAF SAF IA","RUEAHQA HQ USAF SAF IA","LOCATION"
"AUSGR AUSTRALIA GROUP COLLECTIVE","AUSGR AUSTRALIA GROUP COLLECTIVE","LOCATION"
"RHBDHUV CTF 151","RHBDHUV CTF 151","LOCATION"
"KOREA COLLECTIVE","KOREA COLLECTIVE","LOCATION"
"Vietnam Hanoi","Vietnam Hanoi","LOCATION"
"COGARD MIO EUROPE ROTTERDAM NL","COGARD MIO EUROPE ROTTERDAM NL","LOCATION"
"COMJTF-B SOTO CANO HO","COMJTF-B SOTO CANO HO","LOCATION"
"CDR JSOC FT BRAGG NC","CDR JSOC FT BRAGG NC","LOCATION"
"ALL SOUTH AND CENTRAL ASIA","ALL SOUTH AND CENTRAL ASIA","LOCATION"
"RUEHZL EURPEAN POLITICAL COLLECTIVE","RUEHZL EURPEAN POLITICAL COLLECTIVE","LOCATION"
"DEPT OF HHS","DEPT OF HHS","LOCATION"
"CAMP LEMONIER DJIBOUTI","CAMP LEMONIER DJIBOUTI","LOCATION"
"CARIBBEAN COLLECTIVE","CARIBBEAN COLLECTIVE","LOCATION"
"RUERHNA CDRUSASOC FT BRAGG NC","RUERHNA CDRUSASOC FT BRAGG NC","LOCATION"
"RUEHXX IO MISSION COLLECTIVE","RUEHXX IO MISSION COLLECTIVE","LOCATION"
"RUCNKOR KOREA COLLECTIVE","RUCNKOR KOREA COLLECTIVE","LOCATION"
"BAGHDAD 9306-","BAGHDAD 9306-","LOCATION"
"South and Central Asia Collective","South and Central Asia Collective","LOCATION"
"RUEHWD SADCC COLLECTIVE","RUEHWD SADCC COLLECTIVE","LOCATION"
"COMUSKOREA INTEL SEOUL KOR","COMUSKOREA INTEL SEOUL KOR","LOCATION"
"DPT OF COMMERCE","DPT OF COMMERCE","LOCATION"
"RHMCSUU CDR USSOCOM MACDILL AFB FL","RHMCSUU CDR USSOCOM MACDILL AFB FL","LOCATION"
"RHMCSUU HQ USSOCOM FP MACDILL AFB FL","RHMCSUU HQ USSOCOM FP MACDILL AFB FL","LOCATION"
"ALAFD ALL AFRICAN DIP POSTS COLLECTIVE","ALAFD ALL AFRICAN DIP POSTS COLLECTIVE","LOCATION"
"RUCQAAA USCINCCENT INTEL CEN","RUCQAAA USCINCCENT INTEL CEN","LOCATION"
"RULSJGA COGARD WASHINGTON DC","RULSJGA COGARD WASHINGTON DC","LOCATION"
"RHMFIUU HQ EPA WASHINGTON DC","RHMFIUU HQ EPA WASHINGTON DC","LOCATION"
"RUEHLMC MILENNIUM CHALLENGE CORP","RUEHLMC MILENNIUM CHALLENGE CORP","LOCATION"
"ALEDP ALL EUROPEAN DIPL POSTS COLLECTIVE","ALEDP ALL EUROPEAN DIPL POSTS COLLECTIVE","LOCATION"
"RUEOMCC COGARD WASHINGTON DC","RUEOMCC COGARD WASHINGTON DC","LOCATION"
"RHMFIUU COMUSKOREA J5 SEOUL KOR","RHMFIUU COMUSKOREA J5 SEOUL KOR","LOCATION"
"BANGUI 1452-","BANGUI 1452-","LOCATION"
"ABIDJAN 2743-","ABIDJAN 2743-","LOCATION"
"ACCRA 4953-","ACCRA 4953-","LOCATION"
"BANGUI 1487-","BANGUI 1487-","LOCATION"
"CDR JTF-BRAVO","CDR JTF-BRAVO","LOCATION"
"RUWMFD USAFRICOM STUTTGART GE","RUWMFD USAFRICOM STUTTGART GE","LOCATION"
"RUEHAST AMCONSUL ALMATY","RUEHAST AMCONSUL ALMATY","LOCATION"
"RUEAHLA HQ CIS IAO WASHINGTON DC","RUEAHLA HQ CIS IAO WASHINGTON DC","LOCATION"
"EST COLLECTIVE","EST COLLECTIVE","LOCATION"
"POLX","POLX","LOCATION"
"RHMFIUU MCESG QUANTICO VA","RHMFIUU MCESG QUANTICO VA","LOCATION"
"RUEHXE EASTERN EUROPEAN POSTS COLLECTIVE","RUEHXE EASTERN EUROPEAN POSTS COLLECTIVE","LOCATION"
"RUCNMCM MCC COMPACT COLLECTIVE","RUCNMCM MCC COMPACT COLLECTIVE","LOCATION"
"RUEHMD USDAO MADRID SP","RUEHMD USDAO MADRID SP","LOCATION"
"RHMFIUU VA CENTRAL OFC WASHINGTON DC","RHMFIUU VA CENTRAL OFC WASHINGTON DC","LOCATION"
"RUCNSAD SUTHERN AF DEVELOPMENT COMMUNITY COLLECTIVE","RUCNSAD SUTHERN AF DEVELOPMENT COMMUNITY COLLECTIVE","LOCATION"
"18WG KADENA AB JA","18WG KADENA AB JA","LOCATION"
"RHEHII VIENNA IAEA POSTS COLLECTIVE","RHEHII VIENNA IAEA POSTS COLLECTIVE","LOCATION"
"RUCNMTC MISSILE TECHNOLOGY REGIME","RUCNMTC MISSILE TECHNOLOGY REGIME","LOCATION"
"COMUSAFCENT SHAW AFB SC","COMUSAFCENT SHAW AFB SC","LOCATION"
"BAMAKO 1294-","BAMAKO 1294-","LOCATION"
"IAEA MEMBER STATES COLLECTIVE","IAEA MEMBER STATES COLLECTIVE","LOCATION"
"RUEHNA DEA HQS","RUEHNA DEA HQS","LOCATION"
"RUEAUSA HHS","RUEAUSA HHS","LOCATION"
"RUEABND DEA","RUEABND DEA","LOCATION"
"RUEASAC CDRUSASAC FT BELVOIR VA AMSAC-ME","RUEASAC CDRUSASAC FT BELVOIR VA AMSAC-ME","LOCATION"
"RHMFISS USCENTCOM POLITICAL ADVISOR MACDILL AFB FL","RHMFISS USCENTCOM POLITICAL ADVISOR MACDILL AFB FL","LOCATION"
"EAST AFRICAN ESC POSTS COLLECTIVE","EAST AFRICAN ESC POSTS COLLECTIVE","LOCATION"
"DAKAR 4221-","DAKAR 4221-","LOCATION"
"RUEILB NCTC WASH DC","RUEILB NCTC WASH DC","LOCATION"
"RHMFIUU MCESG QUANTICO VA LEGAL S-3","RHMFIUU MCESG QUANTICO VA LEGAL S-3","LOCATION"
"RUEHEPA HQ EPA","RUEHEPA HQ EPA","LOCATION"
"COMUSKOREA CP SEOUL KOR","COMUSKOREA CP SEOUL KOR","LOCATION"
"BAGHDAD 0976-","BAGHDAD 0976-","LOCATION"
"RUEHZL EUROPEQPOLITICAL COLLECTIVE","RUEHZL EUROPEQPOLITICAL COLLECTIVE","LOCATION"
"Conference on Disarmament (Geneva)","Conference on Disarmament (Geneva)","LOCATION"
"RUCOMAS NAS OCEANA VA","RUCOMAS NAS OCEANA VA","LOCATION"
"Multilateral Trade Negotiations (Geneva)","Multilateral Trade Negotiations (Geneva)","LOCATION"
"RUEHIC OICCO","RUEHIC OICCO","LOCATION"
"RUCLRFA USDA FAS WASHINGTON DC","RUCLRFA USDA FAS WASHINGTON DC","LOCATION"
"RHMFISS COMUSAFCENT SHAW AFB SC","RHMFISS COMUSAFCENT SHAW AFB SC","LOCATION"
"GENEVA CD COLLECTIVE","GENEVA CD COLLECTIVE","LOCATION"
"APP WINNIPEG","APP WINNIPEG","LOCATION"
"RUMIESS SOUTHCOM IESS MIAMI FL","RUMIESS SOUTHCOM IESS MIAMI FL","LOCATION"
"RUEAMDA MDA WASHINGTON DC","RUEAMDA MDA WASHINGTON DC","LOCATION"
"RULSDMK DEPT OF TRANS","RULSDMK DEPT OF TRANS","LOCATION"
"0816 0816 IMMED","0816 0816 IMMED","LOCATION"
"0816 0816 IMME","0816 0816 IMME","LOCATION"
"RUEHII IAEA POSTS COLLECTIVE VIENNA","RUEHII IAEA POSTS COLLECTIVE VIENNA","LOCATION"
"Iran Tehran","Iran Tehran","LOCATION"
"Somalia Mogadishu","Somalia Mogadishu","LOCATION"
"Turkey Istanbul","Turkey Istanbul","LOCATION"
"Turkey Izmir","Turkey Izmir","LOCATION"
"Taiwan American Institute Taiwan, Taipei","Taiwan American Institute Taiwan, Taipei","LOCATION"
"Europe U.S. Mission to European Union (formerly EC) (Brussels)","Europe U.S. Mission to European Union (formerly EC) (Brussels)","LOCATION"
"Russia Yekaterinburg","Russia Yekaterinburg","LOCATION"
"Vatican Vatican City","Vatican Vatican City","LOCATION"
"United Arab Emirates Dubai","United Arab Emirates Dubai","LOCATION"
"US Delegation, Secretary","US Delegation, Secretary","LOCATION"
"Switzerland U.S. Mission in Switzerland","Switzerland U.S. Mission in Switzerland","LOCATION"
"Iraq Mosul","Iraq Mosul","LOCATION"
"Japan Osaka-Kobe","Japan Osaka-Kobe","LOCATION"
"Italy Naples","Italy Naples","LOCATION"
"Mexico Monterrey","Mexico Monterrey","LOCATION"
"Germany Leipzig","Germany Leipzig","LOCATION"
"South Africa Durban","South Africa Durban","LOCATION"
"Four Party Joint Military Team","Four Party Joint Military Team","LOCATION"
"United Nations Educational, Scientific and Cultural Organization (UNESCO)","United Nations Educational, Scientific and Cultural Organization (UNESCO)","LOCATION"
"Mexico Tijuana","Mexico Tijuana","LOCATION"
"Mexico Matamoros","Mexico Matamoros","LOCATION"
"Mexico Nuevo Laredo","Mexico Nuevo Laredo","LOCATION"
"** Dhahran","** Dhahran","LOCATION"
"United Nations (Rome)","United Nations (Rome)","LOCATION"
"Deputy Under Secretary of State for Management","Deputy Under Secretary of State for Management","LOCATION"
